business_name,category,subcategory,address,city,phone,website,rating,num_reviews,description,source_url
A&W Restaurant,Restaurants & Food,Fast Food,5949 Baldwin Street South,Whitby,(905) 655-4500,,,,,https://www.gtasearch.com/biz/a-w-restaurant-whitby
Anar Anar Bubble Tea,Restaurants & Food,Fast Food,"965 Dundas Street West, Unit 3a",Whitby,(647) 395-5768,,,,,https://www.gtasearch.com/biz/anar-anar-bubble-tea-whitby
Antonio's Italian Deli & Catering,Restaurants & Food,Grocery,105 Byron Street South,Whitby,(905) 668-1015,,,,,https://www.gtasearch.com/biz/antonios-italian-deli-catering-whitby
Asia Express,Restaurants & Food,,"1615 Dundas Street East, Unit 62",Whitby,(905) 240-8828,,,,,https://www.gtasearch.com/biz/asia-express-whitby
Balti Indian Restaurant,Restaurants & Food,Indian,115 Brock Street North,Whitby,(905) 666-0909,,,,,https://www.gtasearch.com/biz/balti-indian-restaurant-whitby
Bar Burrito,Restaurants & Food,Mexican,"4099 Baldwin Street, Unit 2",Whitby,(905) 655-7667,,,,,https://www.gtasearch.com/biz/bar-burrito-whitby
Barburrito,Restaurants & Food,Fast Food,"5969 Baldwin Street South, Unit 16",Whitby,(905) 655-7888,,,,,https://www.gtasearch.com/biz/barburrito-whitby
Barburrito,Restaurants & Food,Fast Food,"1801 Dundas Street, Unit 20a",Whitby,(905) 203-0153,,,,,https://www.gtasearch.com/biz/barburrito-whitby-3
Bardown Gastro Pub,Restaurants & Food,,500 Victoria Street West,Whitby,(905) 556-1630,,,,,https://www.gtasearch.com/biz/bardown-gastro-pub-whitby
Baskin Robbins,Restaurants & Food,Fast Food,"4160 Baldwin Street South, Unit K05",Whitby,(905) 655-2431,,,,,https://www.gtasearch.com/biz/baskin-robbins-whitby
Baton Rouge Restaurant,Restaurants & Food,Fast Food,"25 Consumers Drive, Unit 2",Whitby,(905) 444-9525,,,,,https://www.gtasearch.com/biz/baton-rouge-restaurant-whitby
Belle Vie,Restaurants & Food,Fast Food,117 Brock Street North,Whitby,(905) 668-9555,,,,,https://www.gtasearch.com/biz/belle-vie-whitby
Big Bone Bbq & Wicked Wings,Restaurants & Food,Fast Food,"701 Rossland Road East, Unit 14",Whitby,(905) 493-7427,,,,,https://www.gtasearch.com/biz/big-bone-bbq-wicked-wings-whitby
Big Boss Jerk,Restaurants & Food,Caribbean,"4091 Thickson Road North, Unit 7",Whitby,(905) 655-6699,,,,,https://www.gtasearch.com/biz/big-boss-jerk-whitby
Billie Jax,Restaurants & Food,,1608 Dundas Street East,Whitby,(905) 576-3333,,,,,https://www.gtasearch.com/biz/billie-jax-whitby
Bistro '67,Restaurants & Food,,1604 Champlain Avenue,Whitby,(905) 721-3312,,,,,https://www.gtasearch.com/biz/bistro-67-whitby
Boardwalk Fries Burgers And Shakes,Restaurants & Food,Fast Food,"3050 Garden Street, Unit 106",Whitby,(905) 430-4545,,,,,https://www.gtasearch.com/biz/boardwalk-fries-burgers-and-shakes-whitby
Bollocks Pub & Kitchen,Restaurants & Food,,"30 Taunton Road East, Unit 1",Whitby,(905) 425-5200,,,,,https://www.gtasearch.com/biz/bollocks-pub-kitchen-whitby
Bombay Zone Street Food And Sweets,Restaurants & Food,Dessert,"1801 Dundas Street East, Unit 15",Whitby,(905) 362-2223,,,,,https://www.gtasearch.com/biz/bombay-zone-street-food-and-sweets-whitby
Booster Juice,Restaurants & Food,Fast Food,"617 Victoria Street West, Unit 103",Whitby,(905) 493-3960,,,,,https://www.gtasearch.com/biz/booster-juice-whitby
Booster Juice,Restaurants & Food,Fast Food,"5530 Baldwin Street South, Unit 5",Whitby,(905) 655-6886,,,,,https://www.gtasearch.com/biz/booster-juice-whitby-2
Boston Pizza,Restaurants & Food,Pizza,20 Taunton Road East,Whitby,(905) 620-1102,,,,,https://www.gtasearch.com/biz/boston-pizza-whitby
Brooklin Smokey Way,Restaurants & Food,Grocery,"6 Campbell Street, Unit 5",Whitby,(905) 655-8383,,,,,https://www.gtasearch.com/biz/brooklin-smokey-way-whitby
Brooklin Village Convenience Store,Restaurants & Food,Grocery,93 Winchester Road East,Whitby,(905) 655-6917,,,,,https://www.gtasearch.com/biz/brooklin-village-convenience-store-whitby
Brunch & Co,Restaurants & Food,,163 Brock Street North,Whitby,(905) 809-1945,,,,,https://www.gtasearch.com/biz/brunch-co-whitby
Buckingham Meats,Restaurants & Food,Grocery,"200 Carnwith Drive East, Unit 11",Whitby,(905) 620-0300,,,,,https://www.gtasearch.com/biz/buckingham-meats-whitby
Burger Factory,Restaurants & Food,Fast Food,"1801 Dundas Street East, Unit 28",Whitby,(905) 433-5509,,,,,https://www.gtasearch.com/biz/burger-factory-whitby
Butchie's Damn Tasty Food,Restaurants & Food,,939 Dundas Street West,Whitby,(905) 444-9991,,,,,https://www.gtasearch.com/biz/butchies-damn-tasty-food-whitby
Butter Chicken Roti,Restaurants & Food,Indian,1615 Dundas Street East,Whitby,(416) 900-8325,,,,,https://www.gtasearch.com/biz/butter-chicken-roti-whitby
Caldense Bakery,Restaurants & Food,Bakeries,"301 Dundas Street West, Unit 1",Whitby,(905) 668-2253,,,,,https://www.gtasearch.com/biz/caldense-bakery-whitby
Carter's Oshkosh,Restaurants & Food,,"308 Taunton Road East, Unit j05",Whitby,(905) 655-6184,,,,,https://www.gtasearch.com/biz/carters-oshkosh-whitby
Charminar Indian Cuisine,Restaurants & Food,Indian,"114 Dundas Street East, Unit 103A",Whitby,(905) 493-8855,,,,,https://www.gtasearch.com/biz/charminar-indian-cuisine-whitby
Chicago Deli Express,Restaurants & Food,Fast Food,"165 Garrard Road, Unit 2",Whitby,(289) 240-8181,,,,,https://www.gtasearch.com/biz/chicago-deli-express-whitby
Chung Chun Rice Hotdog,Restaurants & Food,Fast Food,"30 Broadleaf Avenue, Unit 103",Whitby,(647) 898-7087,,,,,https://www.gtasearch.com/biz/chung-chun-rice-hotdog-whitby
Circle K,Restaurants & Food,Grocery,"200 Carnwith Drive East, Unit 1",Whitby,(905) 655-7413,,,,,https://www.gtasearch.com/biz/circle-k-whitby
Circle K,Restaurants & Food,Grocery,848 Brock Street North,Whitby,(905) 666-3341,,,,,https://www.gtasearch.com/biz/circle-k-whitby-2
Cobs Bread Bakery,Restaurants & Food,Bakeries,"30 Broadleaf Avenue, Unit 10",Whitby,(905) 425-7788,,,,,https://www.gtasearch.com/biz/cobs-bread-bakery-whitby
Coco Frutti,Restaurants & Food,,30 Broadleaf Avenue,Whitby,(905) 556-3239,,,,,https://www.gtasearch.com/biz/coco-frutti-whitby
Conroy's No Frills,Restaurants & Food,Grocery,3555 Thickson Road North,Whitby,(905) 723-2737,,,,,https://www.gtasearch.com/biz/conroys-no-frills-whitby
Cora Breakfast & Lunch,Restaurants & Food,,"150 Taunton Road West, Unit E6",Whitby,(905) 655-5061,,,,,https://www.gtasearch.com/biz/cora-breakfast-lunch-whitby
Corrado's Restaurant,Restaurants & Food,,38 Baldwin Street,Whitby,(905) 655-3100,,,,,https://www.gtasearch.com/biz/corrados-restaurant-whitby
Cucini Xpress,Restaurants & Food,Fast Food,"75 Consumers Drive, Unit D2",Whitby,(905) 626-1815,,,,,https://www.gtasearch.com/biz/cucini-xpress-whitby
Dairy Queen,Restaurants & Food,Fast Food,"3975 Garden Street, Unit 3",Whitby,(905) 430-2253,,,,,https://www.gtasearch.com/biz/dairy-queen-whitby
Dairy Queen,Restaurants & Food,Fast Food,1003 Dundas Street East,Whitby,(905) 668-5342,,,,,https://www.gtasearch.com/biz/dairy-queen-whitby-2
Daisy Mart,Restaurants & Food,Grocery,201 Brock Street North,Whitby,(905) 668-4971,,,,,https://www.gtasearch.com/biz/daisy-mart-whitby
Dryden Variety,Restaurants & Food,Grocery,"3555 Thickson Road North, Unit 103",Whitby,(905) 571-6354,,,,,https://www.gtasearch.com/biz/dryden-variety-whitby
East Side Mario's,Restaurants & Food,,4170 Baldwin Street,Whitby,(905) 655-2075,,,,,https://www.gtasearch.com/biz/east-side-marios-whitby
Eduardo’s Fine Foods,Restaurants & Food,Grocery,105 Brock Street South,Whitby,(365) 881-5596,,,,,https://www.gtasearch.com/biz/eduardos-fine-foods-whitby
Eggsmart,Restaurants & Food,,"617 Victoria Street West, Unit 110",Whitby,(905) 493-3433,,,,,https://www.gtasearch.com/biz/eggsmart-whitby
Elias Naan And Kabob,Restaurants & Food,Middle Eastern,"20 Broadleaf Avenue, Unit 114",Whitby,(905) 425-5522,,,,,https://www.gtasearch.com/biz/elias-naan-and-kabob-whitby
Farm Boy,Restaurants & Food,Grocery,"360 Taunton Road East, Unit 2",Whitby,(905) 430-1400,,,,,https://www.gtasearch.com/biz/farm-boy-whitby
Firehouse Subs,Restaurants & Food,Fast Food,"372 Taunton Road East, Unit 4A",Whitby,(905) 655-3473,,,,,https://www.gtasearch.com/biz/firehouse-subs-whitby
Food + Art Cafe,Restaurants & Food,Fast Food,105 Dundas Street West,Whitby,(905) 666-3278,,,,,https://www.gtasearch.com/biz/food-art-cafe-whitby
Fresh Co.,Restaurants & Food,Grocery,350 Brock Street South,Whitby,(905) 666-1691,,,,,https://www.gtasearch.com/biz/fresh-co-whitby
Freshco,Restaurants & Food,Grocery,5959 Baldwin Street South,Whitby,(905) 655-7405,,,,,https://www.gtasearch.com/biz/freshco-whitby
Freshco,Restaurants & Food,Grocery,1801 Dundas Street East,Whitby,(905) 720-3016,,,,,https://www.gtasearch.com/biz/freshco-whitby-2
Garden Square Variety,Restaurants & Food,Grocery,"3050 Garden Street, Unit 126",Whitby,(905) 665-0563,,,,,https://www.gtasearch.com/biz/garden-square-variety-whitby
George's Convenience Store,Restaurants & Food,Grocery,114 Lupin Drive,Whitby,(905) 666-1312,,,,,https://www.gtasearch.com/biz/georges-convenience-store-whitby
Ghost Taco,Restaurants & Food,Mexican,"4150 Garden Street, Unit 9",Whitby,(905) 655-2002,,,,,https://www.gtasearch.com/biz/ghost-taco-whitby
Greek Freak,Restaurants & Food,Greek,"72 Baldwin Street, Unit 105",Whitby,(905) 620-0188,,,,,https://www.gtasearch.com/biz/greek-freak-whitby
Grillies,Restaurants & Food,Fast Food,308 Thickson Road South,Whitby,(416) 628-8513,,,,,https://www.gtasearch.com/biz/grillies-whitby
Guac Mexi Grill,Restaurants & Food,Fast Food,"5530 Baldwin Street South, Unit 3B",Whitby,(905) 620-1311,,,,,https://www.gtasearch.com/biz/guac-mexi-grill-whitby
Halenda's Meats,Restaurants & Food,Grocery,"1916 Dundas Street East, Unit 4",Whitby,(905) 240-8454,,,,,https://www.gtasearch.com/biz/halendas-meats-whitby
Halibut King,Restaurants & Food,Fast Food,1123 Dundas Street East,Whitby,(905) 430-5544,,,,,https://www.gtasearch.com/biz/halibut-king-whitby
Harbord Fish & Chicken,Restaurants & Food,,201 Dundas Street West,Whitby,(905) 666-9632,,,,,https://www.gtasearch.com/biz/harbord-fish-chicken-whitby
Harvey's,Restaurants & Food,Fast Food,175 Consumers Drive,Whitby,(905) 665-9261,,,,,https://www.gtasearch.com/biz/harveys-whitby
Healthy Meats - Organic Meats,Restaurants & Food,Grocery,121 Brock Street North,Whitby,(905) 665-3092,,,,,https://www.gtasearch.com/biz/healthy-meats-organic-meats-whitby
Hooksey's Fish & Chips,Restaurants & Food,Fast Food,"3050 Garden Street, Unit 133",Whitby,(905) 666-0992,,,,,https://www.gtasearch.com/biz/hookseys-fish-chips-whitby
Hunan Chinese,Restaurants & Food,Chinese,"3555 Thickson Road North, Unit 107",Whitby,(905) 723-6688,,,,,https://www.gtasearch.com/biz/hunan-chinese-whitby
Idaybreak Breakfast,Restaurants & Food,,1800 Dundas Street East,Whitby,(905) 438-0063,,,,,https://www.gtasearch.com/biz/idaybreak-breakfast-whitby
2200 North,Restaurants & Food,,2200 Simcoe Street North,Oshawa,(905) 721-8668,,,,,https://www.gtasearch.com/biz/2200-north-oshawa
7-Eleven / Esso,Restaurants & Food,Grocery,245 Wentworth Street West,Oshawa,(905) 571-3263,,,,,https://www.gtasearch.com/biz/7-eleven-esso-oshawa
9 Spices Indian Roti Cuisine,Restaurants & Food,Indian,92 Simcoe Street North,Oshawa,(905) 240-0094,,,,,https://www.gtasearch.com/biz/9-spices-indian-roti-cuisine-oshawa
Africa Best Grocery,Restaurants & Food,Grocery,684 Hortop Street,Oshawa,(437) 245-3733,,,,,https://www.gtasearch.com/biz/africa-best-grocery-oshawa
Allwyn's Jerk,Restaurants & Food,Caribbean,"50 Taunton Road East, Unit 2B",Oshawa,(905) 579-8788,,,,,https://www.gtasearch.com/biz/allwyns-jerk-oshawa
Angels Creamery,Restaurants & Food,Fast Food,"600 Grandview Street South, Unit 20",Oshawa,(905) 556-1643,,,,,https://www.gtasearch.com/biz/angels-creamery-oshawa
Ann's Delicatessen & Catering,Restaurants & Food,Grocery,"650 King Street East, Unit 5",Oshawa,(905) 723-4111,,,,,https://www.gtasearch.com/biz/anns-delicatessen-catering-oshawa
Arby's,Restaurants & Food,Fast Food,300 Taunton Road East,Oshawa,(905) 723-4178,,,,,https://www.gtasearch.com/biz/arbys-oshawa
Atria Cocktail Lounge And Eatery,Restaurants & Food,,59 King Street East,Oshawa,(905) 579-5777,,,,,https://www.gtasearch.com/biz/atria-cocktail-lounge-and-eatery-oshawa
Aves Coffee Co.,Restaurants & Food,Fast Food,9 William Street West,Oshawa,(647) 505-8465,,,,,https://www.gtasearch.com/biz/aves-coffee-co-oshawa
Ayothaya Thai Kitchen,Restaurants & Food,Thai,"300 Taunton Road East, Unit 8",Oshawa,(365) 881-6131,,,,,https://www.gtasearch.com/biz/ayothaya-thai-kitchen-oshawa
B&B Alafia Bakery,Restaurants & Food,Bakeries,"44 Simcoe Street North, Unit 1",Oshawa,(289) 943-4268,,,,,https://www.gtasearch.com/biz/b-b-alafia-bakery-oshawa
Bailey's Barber And Beauty Supplies,Restaurants & Food,Grocery,1100 Simcoe Street North,Oshawa,(905) 240-9400,,,,,https://www.gtasearch.com/biz/baileys-barber-and-beauty-supplies-oshawa
Baking At Its Best,Restaurants & Food,Fast Food,"419 King Street West, Unit 1105",Oshawa,(905) 721-9525,,,,,https://www.gtasearch.com/biz/baking-at-its-best-oshawa
Ban Ban,Restaurants & Food,Fast Food,20 Athol Street West,Oshawa,(289) 312-0992,,,,,https://www.gtasearch.com/biz/ban-ban-oshawa
Baomama,Restaurants & Food,,"70 King Street East, Unit 4",Oshawa,(905) 259-5193,,,,,https://www.gtasearch.com/biz/baomama-oshawa
Barburrito,Restaurants & Food,Fast Food,"2630 Simcoe Street North, Unit A11.5",Oshawa,(905) 438-9900,,,,,https://www.gtasearch.com/biz/barburrito-oshawa
Barburrito,Restaurants & Food,Fast Food,"1383 Wilson Road North, Unit 15",Oshawa,(905) 240-5522,,,,,https://www.gtasearch.com/biz/barburrito-oshawa-2
Baskin-Robbins,Restaurants & Food,Fast Food,"2620 Simcoe Street North, Unit 3",Oshawa,(905) 404-9811,,,,,https://www.gtasearch.com/biz/baskin-robbins-oshawa
Bb.q Chicken,Restaurants & Food,,"1 Warren Avenue, Unit 6",Oshawa,(905) 723-1615,,,,,https://www.gtasearch.com/biz/bb-q-chicken-oshawa
Becker’s,Restaurants & Food,Grocery,1347 King Street East,Oshawa,(365) 633-0275,,,,,https://www.gtasearch.com/biz/beckers-oshawa
Becker’s,Restaurants & Food,Grocery,"355 Wentworth Street West, Unit 1",Oshawa,(905) 433-7007,,,,,https://www.gtasearch.com/biz/beckers-oshawa-2
Berry Hill Food Co.,Restaurants & Food,Fast Food,82 King Street West,Oshawa,(905) 240-9055,,,,,https://www.gtasearch.com/biz/berry-hill-food-co-oshawa
Bollocks Pub & Kitchen,Restaurants & Food,,"555 Rossland Road East, Unit 14",Oshawa,(905) 240-3388,,,,,https://www.gtasearch.com/biz/bollocks-pub-kitchen-oshawa
Bond Convenience And Gifting,Restaurants & Food,Grocery,22 Bond Street West,Oshawa,(905) 245-0217,,,,,https://www.gtasearch.com/biz/bond-convenience-and-gifting-oshawa
Bond|st Event Centre,Restaurants & Food,,44 Bond Street East,Oshawa,(905) 439-1784,,,,,https://www.gtasearch.com/biz/bond-st-event-centre-oshawa
Boston Pizza,Restaurants & Food,Pizza,951 Taunton Road East,Oshawa,(905) 720-2900,,,,,https://www.gtasearch.com/biz/boston-pizza-oshawa
Brew Wizards,Restaurants & Food,Fast Food,74 Celina Street,Oshawa,(905) 240-5504,,,,,https://www.gtasearch.com/biz/brew-wizards-oshawa
Brgr's,Restaurants & Food,Fast Food,"474 Simcoe Street South, Unit 1",Oshawa,(905) 576-9555,,,,,https://www.gtasearch.com/biz/brgrs-oshawa
Bridgette's Family Restaurant,Restaurants & Food,,"45 Bloor Street East, Unit 5",Oshawa,(905) 432-5434,,,,,https://www.gtasearch.com/biz/bridgettes-family-restaurant-oshawa
Buckingham Meat Market,Restaurants & Food,Grocery,28 Buckingham Avenue,Oshawa,(905) 725-2213,,,,,https://www.gtasearch.com/biz/buckingham-meat-market-oshawa
Bulk Barn,Restaurants & Food,Grocery,"766 Taunton Road East, Unit 1-2",Oshawa,(905) 721-1654,,,,,https://www.gtasearch.com/biz/bulk-barn-oshawa
Burger Factory,Restaurants & Food,Fast Food,"53 Conlin Road East, Unit 3",Oshawa,(905) 433-5505,,,,,https://www.gtasearch.com/biz/burger-factory-oshawa
Burger King,Restaurants & Food,Fast Food,338 King Street West,Oshawa,(905) 571-2334,,,,,https://www.gtasearch.com/biz/burger-king-oshawa
Burger King,Restaurants & Food,Fast Food,212 Ritson Road North,Oshawa,(905) 576-9183,,,,,https://www.gtasearch.com/biz/burger-king-oshawa-2
C & H Variety Store,Restaurants & Food,Grocery,329 Adelaide Avenue East,Oshawa,(905) 723-9803,,,,,https://www.gtasearch.com/biz/c-h-variety-store-oshawa
California Thai,Restaurants & Food,Thai,"2630 Simcoe Street North, Unit A11.3",Oshawa,(905) 404-0053,,,,,https://www.gtasearch.com/biz/california-thai-oshawa
Calvary Convenience Store,Restaurants & Food,Grocery,"837 Simcoe Street South, Unit 1",Oshawa,(905) 723-9393,,,,,https://www.gtasearch.com/biz/calvary-convenience-store-oshawa
Captain George's Fish & Chips,Restaurants & Food,,"355 Wentworth Street West, Unit 2",Oshawa,(905) 432-4040,,,,,https://www.gtasearch.com/biz/captain-georges-fish-chips-oshawa
Chatime,Restaurants & Food,Fast Food,"2620 Simcoe Street North, Unit 4",Oshawa,(905) 963-3335,,,,,https://www.gtasearch.com/biz/chatime-oshawa
Chatime,Restaurants & Food,Fast Food,"1323 King Street East, Unit 1",Oshawa,(289) 274-0573,,,,,https://www.gtasearch.com/biz/chatime-oshawa-2
Chick-Fil-A,Restaurants & Food,Fast Food,1330 Clearbrook Drive,Oshawa,(289) 292-0433,,,,,https://www.gtasearch.com/biz/chick-fil-a-oshawa
Church's Chicken,Restaurants & Food,Fast Food,70 King Street East,Oshawa,(905) 725-7786,,,,,https://www.gtasearch.com/biz/churchs-chicken-oshawa
Church’s Texas Chicken,Restaurants & Food,Fast Food,2061 Simcoe Street North,Oshawa,(289) 316-2105,,,,,https://www.gtasearch.com/biz/churchs-texas-chicken-oshawa
Circle K,Restaurants & Food,Grocery,"501 Coldstream Drive, Unit 1",Oshawa,(905) 579-0567,,,,,https://www.gtasearch.com/biz/circle-k-oshawa
Circle K,Restaurants & Food,Grocery,206 King Street East,Oshawa,(905) 433-1610,,,,,https://www.gtasearch.com/biz/circle-k-oshawa-2
Club 717,Restaurants & Food,,"717 Wilson Road South, Unit 7",Oshawa,(905) 434-4297,,,,,https://www.gtasearch.com/biz/club-717-oshawa
Coco Fresh Tea & Juice,Restaurants & Food,Fast Food,399 King Street West,Oshawa,(905) 728-8800,,,,,https://www.gtasearch.com/biz/coco-fresh-tea-juice-oshawa
Coco Frutti,Restaurants & Food,,"1 Warren Avenue, Unit 1",Oshawa,(905) 728-6262,,,,,https://www.gtasearch.com/biz/coco-frutti-oshawa
Coffee Time,Restaurants & Food,Fast Food,500 Rossland Road West,Oshawa,(905) 240-2436,,,,,https://www.gtasearch.com/biz/coffee-time-oshawa
Costco Wholesale,Restaurants & Food,Grocery,130 Ritson Road North,Oshawa,(905) 404-4050,,,,,https://www.gtasearch.com/biz/costco-wholesale-oshawa
Cosy's Diner,Restaurants & Food,,"500 Rossland Road West, Unit 6",Oshawa,(289) 240-9133,,,,,https://www.gtasearch.com/biz/cosys-diner-oshawa
Courtney’s Island Flava,Restaurants & Food,Fast Food,"555 Rossland Road East, Unit 16",Oshawa,(905) 260-8123,,,,,https://www.gtasearch.com/biz/courtneys-island-flava-oshawa
Crave Doughnuts,Restaurants & Food,Bakeries,"1115 Wentworth Street West, Unit C1",Oshawa,(289) 367-5588,,,,,https://www.gtasearch.com/biz/crave-doughnuts-oshawa
Crepe Castle,Restaurants & Food,Dessert,1272 Simcoe Street North,Oshawa,(905) 404-0181,,,,,https://www.gtasearch.com/biz/crepe-castle-oshawa
Curry Club Restaurant,Restaurants & Food,,38 Simcoe Street North,Oshawa,(905) 436-1704,,,,,https://www.gtasearch.com/biz/curry-club-restaurant-oshawa
D Spot Dessert Cafe,Restaurants & Food,Fast Food,"1280 Clearbrook Drive, Unit 2a",Oshawa,(905) 404-9906,,,,,https://www.gtasearch.com/biz/d-spot-dessert-cafe-oshawa
Dairy Queen,Restaurants & Food,Fast Food,"575 Laval Drive, Unit 700",Oshawa,(905) 576-1923,,,,,https://www.gtasearch.com/biz/dairy-queen-oshawa
Dairy Queen,Restaurants & Food,Fast Food,"1050 Simcoe Street North, Unit 2&10",Oshawa,(905) 728-1162,,,,,https://www.gtasearch.com/biz/dairy-queen-oshawa-2
Dairy Queen,Restaurants & Food,Fast Food,235 Simcoe Street South,Oshawa,(905) 576-9693,,,,,https://www.gtasearch.com/biz/dairy-queen-oshawa-3
Dairy Way Convenience,Restaurants & Food,Grocery,"8 Midtown Drive, Unit 1",Oshawa,(289) 240-9227,,,,,https://www.gtasearch.com/biz/dairy-way-convenience-oshawa
